Punto,Nombre Punto,Ubicación,Consumo kWh,Consumo Base kWh,Eficiencia %,Estado,Fecha
"N5","Biblioteca Central","Edificio de Servicios",11.81,12,98.4,"activo","2026-02-25 14:45:00"
"N8","Estacionamiento Techado","Área Externa",2.35,2.5,94.0,"activo","2026-02-25 14:45:00"
"N7","Centro de Datos","Edificio Tecnológico",64.57,60,107.6,"activo","2026-02-25 14:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.21,4.8,87.7,"activo","2026-02-25 14:45:00"
"N2","Aula Magna 101","Edificio Académico",5.8,5.5,105.5,"activo","2026-02-25 13:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.21,11.5,88.8,"activo","2026-02-25 13:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.81,6,113.5,"activo","2026-02-25 13:45:00"
"N5","Biblioteca Central","Edificio de Servicios",12.82,12,106.8,"activo","2026-02-25 13:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.24,12,93.7,"activo","2026-02-25 13:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",14.85,15,99.0,"activo","2026-02-25 13:45:00"
"N1","Auditorio Principal","Edificio Cultural",18.38,15.5,118.6,"activo","2026-02-25 13:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",47.19,50,94.4,"activo","2026-02-25 13:45:00"
"N8","Estacionamiento Techado","Área Externa",2.39,2.5,95.6,"activo","2026-02-25 13:45:00"
"N7","Centro de Datos","Edificio Tecnológico",71.25,60,118.8,"activo","2026-02-25 13:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.51,4.8,94.0,"activo","2026-02-25 13:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",22.2,20,111.0,"activo","2026-02-25 13:45:00"
"N3","Aula Multimedia 202","Edificio Académico",4.89,6,81.5,"activo","2026-02-25 12:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",12.49,11.5,108.6,"activo","2026-02-25 12:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.55,4.8,94.8,"activo","2026-02-25 12:45:00"
"N7","Centro de Datos","Edificio Tecnológico",48.23,60,80.4,"activo","2026-02-25 12:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",22.43,20,112.1,"activo","2026-02-25 12:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.95,12,99.6,"activo","2026-02-25 12:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",12.95,15,86.3,"activo","2026-02-25 12:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",47.4,50,94.8,"activo","2026-02-25 12:45:00"
"N1","Auditorio Principal","Edificio Cultural",15.05,15.5,97.1,"activo","2026-02-25 12:45:00"
"N5","Biblioteca Central","Edificio de Servicios",10.59,12,88.3,"activo","2026-02-25 12:45:00"
"N2","Aula Magna 101","Edificio Académico",6.46,5.5,117.5,"activo","2026-02-25 12:45:00"
"N8","Estacionamiento Techado","Área Externa",2.54,2.5,101.6,"activo","2026-02-25 12:45:00"
"N1","Auditorio Principal","Edificio Cultural",18.38,15.5,118.6,"activo","2026-02-25 11:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",48.07,50,96.1,"activo","2026-02-25 11:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",17.27,20,86.3,"activo","2026-02-25 11:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",9.85,11.5,85.7,"activo","2026-02-25 11:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.85,6,114.2,"activo","2026-02-25 11:45:00"
"N5","Biblioteca Central","Edificio de Servicios",11.63,12,96.9,"activo","2026-02-25 11:45:00"
"N2","Aula Magna 101","Edificio Académico",4.5,5.5,81.8,"activo","2026-02-25 11:45:00"
"N8","Estacionamiento Techado","Área Externa",2.8,2.5,112.0,"activo","2026-02-25 11:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.45,4.8,92.7,"activo","2026-02-25 11:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",11.86,12,98.8,"activo","2026-02-25 11:45:00"
"N7","Centro de Datos","Edificio Tecnológico",68.46,60,114.1,"activo","2026-02-25 11:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",12.16,15,81.1,"activo","2026-02-25 11:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",14.15,12,117.9,"activo","2026-02-25 10:45:00"
"N2","Aula Magna 101","Edificio Académico",5.49,5.5,99.8,"activo","2026-02-25 10:45:00"
"N3","Aula Multimedia 202","Edificio Académico",6.27,6,104.5,"activo","2026-02-25 10:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",55.45,50,110.9,"activo","2026-02-25 10:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",22.03,20,110.2,"activo","2026-02-25 10:45:00"
"N5","Biblioteca Central","Edificio de Servicios",13.03,12,108.6,"activo","2026-02-25 10:45:00"
"N7","Centro de Datos","Edificio Tecnológico",55.07,60,91.8,"activo","2026-02-25 10:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.41,15.5,86.5,"activo","2026-02-25 10:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",15.37,15,102.5,"activo","2026-02-25 10:45:00"
"N8","Estacionamiento Techado","Área Externa",2.3,2.5,92.0,"activo","2026-02-25 10:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",13.17,11.5,114.5,"activo","2026-02-25 10:45:00"
"N4","Aula Virtual 303","Edificio Académico",4.01,4.8,83.5,"activo","2026-02-25 10:45:00"
"N2","Aula Magna 101","Edificio Académico",5.76,5.5,104.7,"activo","2026-02-25 09:45:00"
"N4","Aula Virtual 303","Edificio Académico",5.57,4.8,116.0,"activo","2026-02-25 09:45:00"
"N11","Laboratorio de Cómputo A","Edificio de Ingeniería",14.26,12,118.8,"activo","2026-02-25 09:45:00"
"N3","Aula Multimedia 202","Edificio Académico",7.09,6,118.2,"activo","2026-02-25 09:45:00"
"N9","Gimnasio Deportivo","Edificio Deportivo",16.74,15,111.6,"activo","2026-02-25 09:45:00"
"N8","Estacionamiento Techado","Área Externa",2.79,2.5,111.6,"activo","2026-02-25 09:45:00"
"N10","Sala de Servidores","Edificio Tecnológico",59.22,50,118.4,"activo","2026-02-25 09:45:00"
"N1","Auditorio Principal","Edificio Cultural",13.04,15.5,84.1,"activo","2026-02-25 09:45:00"
"N5","Biblioteca Central","Edificio de Servicios",13.96,12,116.3,"activo","2026-02-25 09:45:00"
"N6","Cafetería Estudiantil","Edificio de Servicios",21.84,20,109.2,"activo","2026-02-25 09:45:00"
"N7","Centro de Datos","Edificio Tecnológico",66.21,60,110.3,"activo","2026-02-25 09:45:00"
"N12","Laboratorio de Cómputo B","Edificio de Ingeniería",10.88,11.5,94.6,"activo","2026-02-25 09:45:00"
